GEO.id,GEO.id2,GEO.display-label,HC01_EST_VC01,HC01_MOE_VC01,HC02_EST_VC01,HC02_MOE_VC01,HC03_EST_VC01,HC03_MOE_VC01,HC04_EST_VC01,HC04_MOE_VC01,HC01_EST_VC02,HC01_MOE_VC02,HC02_EST_VC02,HC02_MOE_VC02,HC03_EST_VC02,HC03_MOE_VC02,HC04_EST_VC02,HC04_MOE_VC02,HC01_EST_VC03,HC01_MOE_VC03,HC02_EST_VC03,HC02_MOE_VC03,HC03_EST_VC03,HC03_MOE_VC03,HC04_EST_VC03,HC04_MOE_VC03,HC01_EST_VC04,HC01_MOE_VC04,HC02_EST_VC04,HC02_MOE_VC04,HC03_EST_VC04,HC03_MOE_VC04,HC04_EST_VC04,HC04_MOE_VC04,HC01_EST_VC05,HC01_MOE_VC05,HC02_EST_VC05,HC02_MOE_VC05,HC03_EST_VC05,HC03_MOE_VC05,HC04_EST_VC05,HC04_MOE_VC05,HC01_EST_VC06,HC01_MOE_VC06,HC02_EST_VC06,HC02_MOE_VC06,HC03_EST_VC06,HC03_MOE_VC06,HC04_EST_VC06,HC04_MOE_VC06,HC01_EST_VC07,HC01_MOE_VC07,HC02_EST_VC07,HC02_MOE_VC07,HC03_EST_VC07,HC03_MOE_VC07,HC04_EST_VC07,HC04_MOE_VC07,HC01_EST_VC08,HC01_MOE_VC08,HC02_EST_VC08,HC02_MOE_VC08,HC03_EST_VC08,HC03_MOE_VC08,HC04_EST_VC08,HC04_MOE_VC08,HC01_EST_VC09,HC01_MOE_VC09,HC02_EST_VC09,HC02_MOE_VC09,HC03_EST_VC09,HC03_MOE_VC09,HC04_EST_VC09,HC04_MOE_VC09,HC01_EST_VC10,HC01_MOE_VC10,HC02_EST_VC10,HC02_MOE_VC10,HC03_EST_VC10,HC03_MOE_VC10,HC04_EST_VC10,HC04_MOE_VC10,HC01_EST_VC11,HC01_MOE_VC11,HC02_EST_VC11,HC02_MOE_VC11,HC03_EST_VC11,HC03_MOE_VC11,HC04_EST_VC11,HC04_MOE_VC11,HC01_EST_VC13,HC01_MOE_VC13,HC02_EST_VC13,HC02_MOE_VC13,HC03_EST_VC13,HC03_MOE_VC13,HC04_EST_VC13,HC04_MOE_VC13,HC01_EST_VC15,HC01_MOE_VC15,HC02_EST_VC15,HC02_MOE_VC15,HC03_EST_VC15,HC03_MOE_VC15,HC04_EST_VC15,HC04_MOE_VC15,HC01_EST_VC18,HC01_MOE_VC18,HC02_EST_VC18,HC02_MOE_VC18,HC03_EST_VC18,HC03_MOE_VC18,HC04_EST_VC18,HC04_MOE_VC18,HC01_EST_VC19,HC01_MOE_VC19,HC02_EST_VC19,HC02_MOE_VC19,HC03_EST_VC19,HC03_MOE_VC19,HC04_EST_VC19,HC04_MOE_VC19,HC01_EST_VC20,HC01_MOE_VC20,HC02_EST_VC20,HC02_MOE_VC20,HC03_EST_VC20,HC03_MOE_VC20,HC04_EST_VC20,HC04_MOE_VC20
0500000US12117,12117,"Seminole County, Florida",148259,3964,93872,4451,72391,3911,54387,3304,7.0,1.3,4.9,1.2,2.4,0.8,11.8,3.2,3.7,0.8,1.8,0.8,1.1,0.6,7.1,1.7,8.8,1.3,6.2,1.2,4.6,1.3,14.1,2.8,11.0,1.4,8.3,1.7,6.1,1.7,15.3,2.8,14.7,2.0,12.5,1.7,11.4,1.8,19.0,4.3,19.5,1.8,21.7,2.4,21.2,2.8,15.4,2.7,12.4,1.4,14.4,1.9,16.4,2.4,7.3,1.7,13.9,1.7,17.9,2.2,21.3,2.6,6.8,2.3,4.7,1.2,6.3,1.5,7.7,1.9,2.0,1.2,4.4,0.8,6.1,1.2,7.6,1.5,1.2,1.1,55058,2892,69138,3570,80742,4168,35921,2487,71758,2840,85470,4194,96431,5150,46084,3154,41.2,(X),(X),(X),(X),(X),(X),(X),(X),(X),36.7,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),46.9,(X)
0500000US12119,12119,"Sumter County, Florida",49672,2586,35959,2988,N,N,13713,2465,5.0,2.1,3.0,1.7,N,N,11.3,5.4,5.3,1.9,3.1,1.7,N,N,11.0,5.5,10.2,2.3,5.6,2.1,N,N,23.7,6.6,9.7,2.7,8.2,2.5,N,N,12.4,5.3,16.7,4.1,16.2,4.5,N,N,16.4,7.3,22.9,4.9,28.2,6.4,N,N,8.8,4.1,13.0,3.0,15.8,3.8,N,N,7.0,4.5,12.4,3.2,13.3,4.0,N,N,8.9,5.2,1.0,0.8,1.1,1.1,N,N,0.5,0.8,4.0,2.6,5.5,3.5,N,N,0.0,1.4,52891,3106,60546,6819,63401,5601,30182,7328,65569,6699,74875,8916,N,N,40015,5672,35.8,(X),(X),(X),(X),(X),(X),(X),(X),(X),35.9,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),35.3,(X)
0500000US12127,12127,"Volusia County, Florida",200107,4635,122553,4493,90389,4092,77554,4096,8.3,1.0,5.4,1.1,2.3,0.8,15.2,2.3,5.8,0.9,3.2,0.9,1.9,0.8,9.5,1.7,14.4,1.2,9.8,1.4,7.3,1.5,21.7,2.5,13.9,1.2,13.5,1.5,12.2,1.8,14.8,2.3,17.9,1.5,17.9,1.6,17.8,1.9,17.5,2.7,17.2,1.1,21.0,1.7,22.8,2.0,11.7,1.7,10.6,1.1,13.7,1.5,16.6,1.8,4.1,1.1,7.3,0.8,9.5,1.1,11.6,1.4,3.2,1.1,2.5,0.6,3.3,0.9,4.2,1.1,1.3,0.9,2.1,0.5,2.7,0.7,3.2,0.9,1.0,0.5,40919,1081,50118,1372,57066,2125,26919,1654,56017,2423,64974,2951,73249,3776,39588,4212,37.1,(X),(X),(X),(X),(X),(X),(X),(X),(X),35.8,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),37.7,(X)
0500000US13013,13013,"Barrow County, Georgia",23626,826,17920,1061,N,N,5706,954,5.1,1.9,3.7,2.0,N,N,12.5,5.2,3.4,1.5,2.2,1.5,N,N,9.4,5.3,10.3,2.7,6.8,2.7,N,N,26.9,8.7,9.1,2.5,8.6,2.8,N,N,8.1,4.0,16.0,3.4,16.5,3.8,N,N,13.8,6.5,24.7,3.5,26.1,4.6,N,N,18.2,6.4,15.3,3.5,18.0,4.5,N,N,2.7,1.9,13.0,2.5,14.8,3.5,N,N,5.5,3.5,1.6,1.1,1.6,1.2,N,N,1.8,2.3,1.6,1.0,1.8,1.2,N,N,1.1,1.8,56051,4902,61584,3248,65791,3474,26067,7825,65019,4686,70113,5814,N,N,42367,7794,37.2,(X),(X),(X),(X),(X),(X),(X),(X),(X),36.0,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),34.1,(X)
0500000US13015,13015,"Bartow County, Georgia",34649,1388,24397,1755,N,N,10252,1732,10.7,3.6,6.3,3.3,N,N,22.9,8.6,7.5,3.2,2.4,1.8,N,N,19.8,9.8,11.4,3.1,11.8,3.9,N,N,8.8,4.3,8.5,2.7,7.0,2.4,N,N,13.2,6.9,16.3,3.5,16.8,4.2,N,N,15.3,5.6,19.9,3.7,23.1,4.9,N,N,12.3,6.1,9.6,2.6,12.1,3.3,N,N,2.7,1.9,11.8,2.9,15.6,3.9,N,N,2.7,1.9,1.9,1.2,2.2,1.4,N,N,1.0,1.9,2.3,1.4,2.7,1.7,N,N,1.3,2.1,45191,4164,56632,3661,64793,8485,23357,10344,59236,5422,68116,6013,N,N,36972,10837,29.3,(X),(X),(X),(X),(X),(X),(X),(X),(X),30.8,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),24.7,(X)
0500000US13021,13021,"Bibb County, Georgia",54441,2022,34071,2170,19812,1837,20370,2196,13.9,2.2,14.3,3.2,4.3,2.7,16.7,4.4,9.2,1.7,6.6,2.0,1.7,1.0,13.6,3.0,13.8,2.1,11.1,2.6,7.1,2.5,16.8,4.0,11.7,2.1,10.3,2.7,6.5,2.2,13.9,3.6,12.4,2.2,11.3,2.5,13.1,3.5,13.1,4.0,18.9,2.6,21.3,3.7,27.8,4.6,14.5,3.4,8.4,1.7,9.2,2.1,14.1,3.3,6.9,3.3,7.5,1.5,10.1,2.0,16.2,3.3,2.7,1.5,2.1,0.8,2.8,1.2,4.2,2.0,0.9,1.0,2.2,0.9,2.9,1.4,4.9,2.4,0.9,0.7,36327,3148,44668,4680,65591,5096,26467,3255,53346,4366,61331,6704,N,N,38738,4892,42.0,(X),(X),(X),(X),(X),(X),(X),(X),(X),44.1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),37.1,(X)
0500000US13031,13031,"Bulloch County, Georgia",25010,1512,14376,1621,N,N,10634,1445,17.8,4.2,7.3,4.0,N,N,31.9,8.4,7.8,2.8,5.0,3.6,N,N,11.5,4.9,11.3,3.9,11.3,5.1,N,N,15.8,6.2,10.6,3.5,11.4,3.9,N,N,11.6,5.9,18.3,5.1,16.5,5.4,N,N,17.4,6.8,15.8,3.9,19.5,5.4,N,N,9.5,4.8,7.5,2.6,12.4,4.2,N,N,0.8,1.1,7.2,2.6,11.9,4.3,N,N,1.0,1.2,1.4,1.1,2.5,1.9,N,N,0.0,1.8,2.3,1.5,2.2,1.7,N,N,0.5,0.8,36153,2799,48735,6080,61741,7223,20805,4537,50557,6588,63040,7574,N,N,25699,3874,42.7,(X),(X),(X),(X),(X),(X),(X),(X),(X),42.5,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),43.0,(X)
0500000US13045,13045,"Carroll County, Georgia",40898,1086,27595,1762,N,N,13303,1676,8.8,2.7,4.1,2.7,N,N,20.6,6.8,5.0,2.0,2.2,1.4,N,N,11.4,5.0,12.1,3.4,7.4,2.9,N,N,20.3,6.9,11.8,2.9,13.6,4.0,N,N,9.0,3.9,17.2,3.6,18.0,5.0,N,N,14.8,4.7,20.5,3.2,23.9,4.4,N,N,13.6,5.3,11.9,2.9,15.0,4.1,N,N,5.0,4.0,9.6,2.6,11.8,3.4,N,N,4.1,2.9,1.3,0.9,1.9,1.3,N,N,0.0,1.4,1.8,1.0,2.1,1.3,N,N,1.1,1.9,45682,2693,55219,5747,65822,5664,21901,6493,60360,8623,71908,12320,N,N,34747,6138,35.3,(X),(X),(X),(X),(X),(X),(X),(X),(X),35.1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),33.5,(X)
0500000US13047,13047,"Catoosa County, Georgia",24808,845,18879,1270,N,N,5929,1017,6.6,2.6,5.9,3.4,N,N,9.5,5.6,6.8,2.7,4.0,3.3,N,N,18.7,9.5,11.3,3.3,5.9,3.0,N,N,26.1,10.1,10.3,3.3,8.8,3.9,N,N,17.7,9.9,11.8,3.5,9.8,4.0,N,N,14.1,7.4,24.8,4.3,28.9,5.5,N,N,12.0,7.9,13.2,3.6,17.0,4.6,N,N,1.1,1.8,12.4,3.4,15.6,4.3,N,N,0.8,1.4,2.5,1.9,3.3,2.5,N,N,0.0,3.2,0.6,0.6,0.8,0.8,N,N,0.0,3.2,51608,2983,59343,4524,68647,7513,21701,5262,57983,4792,67002,5959,N,N,27396,3354,24.4,(X),(X),(X),(X),(X),(X),(X),(X),(X),24.8,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),23.0,(X)
0500000US13051,13051,"Chatham County, Georgia",103748,2533,64790,2957,43112,2959,38958,2389,10.5,1.5,7.1,1.4,1.4,0.9,18.1,3.3,6.6,1.2,4.7,1.5,1.2,0.8,10.2,2.3,11.7,1.4,9.2,1.7,4.8,1.5,16.7,2.9,9.7,1.7,7.7,1.5,5.5,1.9,12.5,2.9,15.8,2.4,13.2,2.5,13.3,3.1,19.4,4.1,15.7,2.0,18.3,2.6,19.9,3.7,10.9,2.9,11.2,1.9,14.4,2.9,18.9,3.9,6.1,1.8,10.7,1.9,14.2,2.8,18.9,3.1,3.8,2.2,3.4,0.7,4.9,1.1,7.3,1.7,0.6,0.5,4.7,1.2,6.3,1.9,8.9,2.9,1.7,1.3,45263,2147,59553,4751,78211,4635,28641,3455,64714,3621,77985,5189,98549,7215,39883,4455,41.3,(X),(X),(X),(X),(X),(X),(X),(X),(X),42.4,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),37.4,(X)
0500000US13057,13057,"Cherokee County, Georgia",76627,1956,54510,2712,40691,2826,22117,2627,4.6,1.5,4.0,1.8,1.6,1.1,7.3,3.1,3.1,1.4,1.3,0.8,1.1,0.9,7.4,4.0,9.1,2.1,7.2,2.4,5.8,2.3,14.8,5.4,9.9,2.4,8.3,2.5,7.1,2.7,16.3,4.9,11.1,2.0,9.7,1.9,5.4,1.6,15.4,4.4,18.1,2.8,18.7,3.6,17.8,3.6,17.1,5.0,16.2,3.0,18.5,3.4,21.1,4.2,7.8,3.3,16.5,2.6,18.1,3.1,22.7,3.7,10.8,5.2,6.5,1.8,8.1,2.3,9.9,2.9,1.6,1.5,4.8,1.2,6.1,1.5,7.5,2.1,1.5,1.4,64705,5024,75679,4423,88315,6884,40492,5536,82184,6362,92652,7748,N,N,51140,5717,35.0,(X),(X),(X),(X),(X),(X),(X),(X),(X),36.1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),30.7,(X)
0500000US13059,13059,"Clarke County, Georgia",44541,1617,20665,1790,N,N,23876,1871,18.2,3.0,8.7,3.2,N,N,26.4,4.6,8.7,2.5,7.5,3.2,N,N,10.4,3.7,15.1,2.8,11.6,3.6,N,N,18.1,4.1,12.3,2.6,9.7,3.3,N,N,14.2,3.9,13.3,3.1,12.7,4.5,N,N,13.8,3.8,12.5,2.1,17.9,3.9,N,N,7.8,2.8,8.4,1.8,12.7,3.2,N,N,4.7,2.4,6.7,1.8,10.5,2.9,N,N,3.2,2.1,2.8,0.9,5.1,1.9,N,N,0.8,0.8,2.0,0.9,3.6,1.8,N,N,0.7,0.8,31551,2671,49764,4285,62490,8954,22026,3377,47417,3351,64929,4332,N,N,31886,4989,23.0,(X),(X),(X),(X),(X),(X),(X),(X),(X),25.5,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),20.6,(X)
0500000US13063,13063,"Clayton County, Georgia",89106,2118,58758,2385,32187,2600,30348,2502,10.0,1.6,8.8,2.2,1.6,1.2,15.3,3.5,7.0,1.5,5.2,1.7,2.0,1.7,10.6,2.9,13.4,2.2,12.4,2.7,9.4,2.8,16.6,4.0,12.5,1.9,11.0,2.6,9.2,2.9,15.6,3.6,17.4,2.4,18.3,3.0,18.6,3.8,16.8,3.6,20.3,2.5,21.4,3.2,24.2,4.0,15.8,3.5,10.1,1.9,10.5,2.4,16.8,3.9,6.5,2.4,7.7,1.6,10.0,2.5,14.7,4.1,2.3,1.3,1.3,0.5,1.6,0.7,2.2,1.1,0.5,0.4,0.5,0.3,0.8,0.5,1.3,0.8,0.0,0.6,40754,2159,44275,3541,59697,4435,29890,3639,49118,2013,54092,2724,N,N,35246,2733,33.5,(X),(X),(X),(X),(X),(X),(X),(X),(X),37.4,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),24.8,(X)
0500000US13067,13067,"Cobb County, Georgia",266851,3104,177388,3704,130107,3967,89463,4013,5.5,0.9,3.7,0.8,1.6,0.5,10.8,2.1,4.1,0.8,2.7,0.8,1.7,0.6,6.6,1.7,7.2,0.9,6.2,1.0,3.3,0.9,11.2,2.1,9.9,1.3,8.7,1.2,6.1,1.4,13.0,2.3,12.9,1.2,10.5,1.5,8.0,1.3,17.9,2.1,18.5,1.3,18.1,1.6,17.3,1.7,17.6,2.6,12.7,1.1,13.6,1.3,15.2,1.5,9.8,1.9,15.7,1.1,18.7,1.4,23.9,1.8,8.8,1.9,6.7,0.8,8.6,1.1,11.1,1.4,2.3,0.9,6.8,0.7,9.1,1.0,11.7,1.3,2.2,0.8,63086,2094,75099,3501,93959,4299,40715,1805,85789,2277,99599,3223,117077,4023,54647,3266,31.4,(X),(X),(X),(X),(X),(X),(X),(X),(X),33.2,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),26.1,(X)
0500000US13073,13073,"Columbia County, Georgia",42147,1945,34736,1730,N,N,7411,1188,3.9,1.3,2.1,1.2,N,N,12.3,5.1,2.1,1.0,1.1,0.9,N,N,6.8,4.2,9.3,2.7,7.9,2.8,N,N,16.2,7.5,4.2,1.5,4.0,1.6,N,N,7.9,3.9,10.6,2.5,10.5,3.0,N,N,9.6,5.0,21.5,3.2,21.1,3.6,N,N,24.3,6.5,17.7,2.8,18.7,3.3,N,N,11.5,4.9,17.3,2.9,19.6,3.4,N,N,6.3,4.6,7.0,2.3,7.4,2.7,N,N,3.5,2.5,6.5,2.2,7.5,2.7,N,N,1.5,1.9,72167,5368,79963,6770,87665,10825,41894,14858,91369,7445,97623,8376,N,N,58456,14559,34.0,(X),(X),(X),(X),(X),(X),(X),(X),(X),35.0,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),29.3,(X)
0500000US13077,13077,"Coweta County, Georgia",47841,1252,37436,1679,N,N,10405,1356,5.5,1.8,6.5,2.5,N,N,8.8,4.3,6.5,2.3,3.8,2.1,N,N,11.7,6.3,7.6,2.4,6.5,2.8,N,N,11.9,5.0,9.1,2.2,7.8,2.5,N,N,14.8,5.2,11.5,2.3,9.6,2.6,N,N,19.7,6.0,17.8,2.7,17.4,3.4,N,N,15.7,4.9,15.3,2.6,16.8,2.9,N,N,10.2,4.4,18.4,3.1,22.1,3.9,N,N,4.2,2.8,5.6,1.4,6.5,1.7,N,N,2.2,1.8,2.6,1.0,3.0,1.3,N,N,0.7,1.2,61351,6140,71464,10395,81759,5649,39165,7910,76782,5827,84331,7164,N,N,45990,6004,40.4,(X),(X),(X),(X),(X),(X),(X),(X),(X),41.5,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),34.6,(X)
0500000US13089,13089,"DeKalb County, Georgia",268239,4034,154969,4297,97754,3956,113270,4424,8.2,0.9,5.5,1.0,2.9,0.9,12.2,1.6,5.0,0.9,3.8,0.9,1.7,0.7,7.1,1.4,10.6,0.9,10.4,1.3,5.8,1.3,12.5,1.6,11.7,1.1,11.0,1.3,7.8,1.2,12.6,1.6,14.6,1.1,13.9,1.6,12.0,1.6,15.8,2.0,17.4,1.3,16.2,1.6,16.5,1.9,18.1,2.1,11.1,0.9,12.4,1.4,15.5,1.7,8.8,1.3,10.6,0.9,12.3,1.4,16.7,1.8,7.6,1.3,4.9,0.7,6.5,0.9,9.5,1.5,2.6,0.7,5.9,0.6,8.0,0.9,11.8,1.5,2.8,1.2,49796,2166,57273,2655,79100,3151,39490,2624,72797,2210,84995,3235,107373,4962,53940,3072,32.6,(X),(X),(X),(X),(X),(X),(X),(X),(X),34.7,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),29.0,(X)
0500000US13095,13095,"Dougherty County, Georgia",34219,1632,21235,1456,11212,1179,12984,1432,17.9,3.3,17.8,3.9,4.5,2.8,20.7,5.6,8.4,2.5,4.6,2.3,1.8,1.4,13.8,5.2,13.7,2.8,12.3,3.6,6.9,2.5,17.9,5.1,16.4,3.0,17.4,4.3,16.5,5.0,13.3,4.6,11.9,2.2,12.2,3.5,14.8,4.7,14.4,5.5,15.4,2.8,15.5,3.4,22.5,6.2,10.9,4.3,7.3,2.2,8.3,2.3,10.9,3.8,5.3,3.4,5.5,1.6,7.2,2.4,13.4,4.6,2.7,2.3,1.2,0.6,1.3,0.7,2.4,1.3,0.9,0.9,2.2,1.2,3.5,1.9,6.3,3.5,0.2,0.2,30504,2668,33237,3511,54835,6082,22196,6332,45778,4290,52956,6622,N,N,31800,4190,45.4,(X),(X),(X),(X),(X),(X),(X),(X),(X),41.7,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),47.2,(X)
0500000US13097,13097,"Douglas County, Georgia",46770,1768,33108,2171,N,N,13662,1990,5.6,2.3,5.2,2.3,N,N,7.7,5.4,4.2,1.7,2.8,1.7,N,N,9.0,5.1,12.3,3.3,10.3,3.9,N,N,17.5,7.5,14.8,3.1,12.4,3.4,N,N,23.3,8.1,12.9,3.0,11.6,3.0,N,N,15.3,6.6,16.8,3.4,17.1,3.8,N,N,12.7,5.3,16.0,3.6,19.9,4.6,N,N,7.3,3.8,10.8,2.3,12.8,3.1,N,N,5.6,3.6,5.2,2.0,5.7,2.2,N,N,1.7,2.4,1.5,0.9,2.1,1.2,N,N,0.0,1.4,50281,5225,60798,7493,78740,8869,31723,3020,63041,4223,70145,5070,N,N,41547,5861,34.5,(X),(X),(X),(X),(X),(X),(X),(X),(X),36.8,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),28.8,(X)
0500000US13113,13113,"Fayette County, Georgia",37885,1172,30346,1560,N,N,7539,1247,2.9,1.6,2.0,1.4,N,N,6.8,4.6,2.9,1.4,1.5,1.3,N,N,9.6,4.6,6.9,2.0,4.1,2.2,N,N,18.3,7.2,6.4,2.0,5.4,2.2,N,N,12.1,5.7,9.1,2.3,7.1,2.3,N,N,15.7,6.3,18.1,3.2,18.8,4.1,N,N,15.7,4.5,14.4,3.1,16.1,3.5,N,N,7.0,3.6,20.1,3.4,22.6,4.1,N,N,10.5,5.5,12.0,3.4,13.5,4.3,N,N,3.8,3.0,7.2,2.1,8.9,2.5,N,N,0.6,1.1,81394,6588,92248,6520,100866,7954,39624,7514,95483,4952,105796,6240,N,N,50831,5982,34.7,(X),(X),(X),(X),(X),(X),(X),(X),(X),34.5,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),32.7,(X)
0500000US13115,13115,"Floyd County, Georgia",33099,1495,21711,1464,N,N,11388,1504,10.1,2.2,5.2,2.3,N,N,20.3,5.3,10.5,2.7,8.2,2.8,N,N,14.3,5.1,13.7,3.4,10.0,3.8,N,N,21.9,5.5,12.8,3.2,14.3,4.7,N,N,10.7,4.0,14.2,2.6,14.6,3.4,N,N,12.8,5.2,16.8,3.5,20.6,4.9,N,N,9.4,4.6,9.7,3.0,10.8,3.8,N,N,6.8,4.9,9.4,2.6,12.2,3.6,N,N,3.4,3.2,1.9,1.0,2.6,1.5,N,N,0.5,0.9,0.9,0.6,1.3,0.9,N,N,0.0,1.7,37296,4441,47355,5065,54814,11582,21323,2479,49345,3377,58142,4152,N,N,31460,4902,35.3,(X),(X),(X),(X),(X),(X),(X),(X),(X),35.0,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),34.8,(X)
0500000US13117,13117,"Forsyth County, Georgia",64465,1030,51911,1533,43295,1539,12554,1478,5.2,1.4,3.2,1.3,1.6,1.0,15.1,4.6,2.6,0.9,1.4,0.6,0.8,0.5,7.5,3.7,4.9,1.5,3.0,1.2,2.9,1.3,12.6,5.0,5.1,1.1,4.2,1.4,3.0,1.3,10.6,2.9,10.1,1.8,9.4,1.9,8.0,1.9,13.1,4.4,16.0,1.8,15.2,2.2,13.5,2.5,18.3,4.8,13.7,1.5,15.2,1.9,14.3,2.1,7.0,2.6,20.8,2.1,22.8,2.5,25.8,3.0,11.5,3.1,10.2,1.6,11.9,2.0,13.7,2.3,2.7,1.8,11.4,1.4,13.7,1.7,16.3,2.2,1.6,1.5,86052,4032,96766,5948,108807,4501,39484,7026,108283,5043,120224,5697,N,N,55612,9260,25.9,(X),(X),(X),(X),(X),(X),(X),(X),(X),27.0,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),20.8,(X)
0500000US13121,13121,"Fulton County, Georgia",379281,4751,208849,5023,140264,5306,170432,5728,9.5,0.8,6.4,0.9,1.5,0.7,13.7,1.3,5.4,0.6,2.9,0.6,1.2,0.5,8.7,1.2,9.5,0.8,7.1,0.9,3.0,0.8,12.8,1.4,8.6,1.0,8.1,1.2,5.3,1.0,9.7,1.5,12.0,1.0,10.2,1.1,8.2,1.3,14.8,1.5,16.5,1.2,15.5,1.7,14.8,2.0,17.1,1.6,10.6,0.9,10.9,1.3,12.3,1.6,9.2,1.2,12.2,1.0,15.0,1.5,19.8,2.0,8.6,1.1,5.7,0.6,8.0,0.9,11.4,1.4,2.7,0.6,9.9,0.6,15.8,1.1,22.4,1.7,2.6,0.6,55914,1843,74273,3446,105514,5114,39561,2622,91369,2751,119411,4378,155221,6506,55102,3342,32.4,(X),(X),(X),(X),(X),(X),(X),(X),(X),35.3,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),27.7,(X)
0500000US13127,13127,"Glynn County, Georgia",31502,1702,20298,1616,N,N,11204,1610,10.5,2.6,7.4,3.2,N,N,17.7,5.4,7.1,2.7,5.8,3.5,N,N,9.6,4.3,13.0,3.2,6.8,3.2,N,N,23.1,6.6,11.4,3.3,10.9,4.3,N,N,14.2,5.5,17.0,3.9,20.2,6.3,N,N,12.9,5.5,13.7,3.2,16.5,4.0,N,N,7.8,3.7,10.6,2.9,11.3,3.6,N,N,6.6,3.7,7.9,2.7,8.9,3.2,N,N,5.5,3.6,4.6,2.2,6.3,3.3,N,N,1.5,1.7,4.2,2.0,5.9,2.8,N,N,1.2,1.3,41502,6023,49305,5339,65000,13865,24498,4863,60189,6342,71044,8427,N,N,38101,5353,37.8,(X),(X),(X),(X),(X),(X),(X),(X),(X),39.3,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),34.7,(X)
0500000US13135,13135,"Gwinnett County, Georgia",269361,3943,204736,6270,151931,6158,64625,4450,4.1,0.7,3.5,0.7,1.6,0.6,7.5,1.8,2.7,0.5,2.5,0.6,0.8,0.3,4.8,1.5,9.1,1.1,8.7,1.3,6.0,1.4,13.6,2.2,11.6,1.2,11.1,1.3,9.7,1.5,13.5,2.6,14.7,1.3,13.1,1.6,12.2,1.8,19.3,2.9,19.6,1.6,18.6,1.7,18.9,2.0,21.8,3.0,13.8,1.1,13.8,1.4,15.3,1.7,10.6,2.1,15.2,1.1,17.5,1.5,21.3,1.9,6.7,1.8,5.5,0.8,6.8,1.1,8.3,1.3,1.4,0.8,3.7,0.6,4.5,0.7,5.8,1.0,0.9,0.6,58917,1850,62862,3236,76181,3865,41444,1446,74514,1975,80661,2646,91449,3437,50107,2545,34.3,(X),(X),(X),(X),(X),(X),(X),(X),(X),34.4,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),30.0,(X)
0500000US13139,13139,"Hall County, Georgia",60937,1691,43344,2233,30826,2157,17593,1972,7.3,1.6,5.5,1.9,1.9,1.0,16.7,4.5,5.1,1.6,3.9,1.7,1.4,0.9,9.6,3.3,12.4,2.1,11.2,2.9,6.8,2.6,18.0,4.5,13.3,2.1,13.2,2.7,12.6,3.3,11.0,3.2,16.3,2.5,14.1,3.0,13.5,3.5,17.7,4.9,16.9,2.5,18.9,3.1,19.7,3.4,10.2,2.9,10.7,1.9,12.6,2.4,16.1,3.2,7.1,2.5,10.1,2.0,11.0,2.2,14.5,2.9,5.9,3.1,4.3,1.2,4.8,1.3,6.7,2.0,3.1,2.6,3.7,1.3,4.8,1.8,6.7,2.6,0.6,0.7,44998,3722,51687,3408,66049,4826,30493,5728,63948,3990,71158,5233,N,N,41539,5692,30.8,(X),(X),(X),(X),(X),(X),(X),(X),(X),33.0,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),22.9,(X)
